0000,all channels OK,1.0044468525094319,4.991679546221608,3.988011060869856,0.013997174167730681,-0.0007334185028403166,3.0005886013211085,4.994821706245931,2.976355618949103,5.000091699913672,1.3696670666486177,7.49703709592347,6.126965742829868,4.173035002976782,6.470402755945528,2.9996549817005937,4.993748103723505,OK,OK,OK,OK,OK,OK,OK,OK
0000,all channels OK,2.986869581320451,3.999094251562691,1.0119053070081303,2.9876339917719594,-0.14886695661223276,3.000242313791481,5.9859377555334685,-9.918909665132412,5.99030520371653,1.994695243137508,6.998993960579047,8.975451391864596,4.992053004374843,0.49691036637160574,0.02744689475940222,4.218859078950832,OK,OK,OK,OK,OK,OK,OK,OK
0001,all channels OK,1.0045454374654492,14.904707156368005,-4.967478154996252,1.0056310897695186,1.98461259807938,2.00913412150614,4.3630263804603855,-0.991127624617163,7.487495652983731,4.968129659155882,7.988471922423174,6.9917930682840295,6.488736903075619,-0.9921784124296114,3.9896495307218514,4.0025191411786585,OK,OK,OK,OK,OK,OK,OK,OK
0000,all channels OK,-0.003782930609100854,3.999596243259986,8.724370423579357,3.00415432848922,0.9835578943816129,3.986604699693423,5.993908285767362,6.992924551071127,-1.0,5.0,-0.02388535031847134,2.0004439708755104,7.956403269754769,4.0,7.0,-5.0,OK,OK,OK,OK,OK,OK,OK,OK
1898,all channels OK,6.725888324873097,4.0,8.0,6.0,8.794117647058824,7.0,10.0,5.736111111111111,0.0,10.0,8.0,5.0,1.0,6.96,6.0,1.0,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
1899,all channels OK,6.702222222222222,4.0,8.0,6.0,8.752118644067796,7.0,10.0,5.730434782608696,0.0,10.1,8.0,5.0,1.0,7.0,6.0,1.0,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
1800,all channels OK,0.5357462197546493,7.991840504989478,3.0395628932031826,2.008514336000874,12.444334267412746,3.3407425494286427,9.942924733050708,3.00799792589613,4.494580085246378,-3.457952122414037,11.951732352803626,-1.6376584181317517,9.315364625204955,3.5519419648479658,8.004393432300423,3.650736902205135,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
