-84.036921	0	3	23	95
-85.387391	0	3	23	94
-84.194106	0	3	23	93
-85.353981	0	3	23	92
-82.362265	0	3	22	91
-86.408681	0	3	22	90
-84.261026	0	3	22	89
-83.745799	0	3	22	88
-85.460885	0	3	21	87
-85.842422	0	3	21	86
-84.482773	0	3	21	85
-85.169885	0	3	21	84
-84.609278	0	3	20	83
-87.776527	0	3	20	82
-84.181760	0	3	20	81
-85.491956	0	3	20	80
-87.745176	0	3	24	96
-88.007116	0	3	24	97
-87.675424	0	3	24	98
-89.186053	0	3	24	99
-89.655392	0	3	25	100
-88.538100	0	3	25	101
-83.841529	0	3	25	102
-88.602242	0	3	25	103
-86.415029	0	3	26	104
-88.592211	0	3	26	105
-84.648386	0	3	26	106
-86.589893	0	3	26	107
-87.745371	0	3	27	108
-90.597194	0	3	27	109
-87.389515	0	3	27	110
-87.534493	0	3	27	111
-89.727382	2	2	4	16
-90.306197	2	2	4	17
-88.793027	2	2	4	18
-91.258054	2	2	4	19
-88.981731	2	2	5	20
-91.286887	2	2	5	21
-90.188449	2	2	5	22
-89.767177	2	2	5	23
-88.852673	2	2	6	24
-91.721899	2	2	6	25
-91.362479	2	2	6	26
-90.670207	2	2	6	27
-91.301690	2	2	7	28
-91.250858	2	2	7	29
-89.124581	2	2	7	30
-87.333864	2	2	7	31
