0,all channels OK,5.683392373147,8.3498708145947,7.3491703369373,3.9969868772794,-0.08043436012049360,3.4059602096043,-2.1740683045708,11.1515007074325,18.6363560161643,18.2924889607331,17.9797908131395,18.139462142453,17.6224815372487,16.6933344253362,17.8104526248937,16.3125732167652,1.4370584977834,1.1564576257859,1.203925145027,1.2098241095919,1.1787726964217,1.3745459053403,1.0766064945637,1.3330067257784,17.3294022276136,0.29046404623963300,21.0671713503155,2.155819505726,0.6033634531911200,14.0967432055025,1.1148276077876,1.7718280706666,,,,,OK,OK,OK,OK,OK,OK,OK,OK,3.4752003847125,0.5010970326135050,0.2405719716000990,27.4656970525192,6.5092390795575,7.077461400443,6.3091177371785,6.5002476345095,6.7038640599583,6.6024030766546,6.7585601966012,6.9853554747289,-255.068019007558,-269.853504690042,-212.351429029423,-206.704594008268,-218.356226853348,-209.968432444317,-279.852618855698,-250.981005135094
serial,ASIC test result,baseline_channel_0,baseline_channel_1,baseline_channel_2,baseline_channel_3,baseline_channel_4,baseline_channel_5,baseline_channel_6,baseline_channel_7,s-curve_halfmax_channel_0,s-curve_halfmax_channel_1,s-curve_halfmax_channel_2,s-curve_halfmax_channel_3,s-curve_halfmax_channel_4,s-curve_halfmax_channel_5,s-curve_halfmax_channel_6,s-curve_halfmax_channel_7,s-curve_sigma_channel_0,s-curve_sigma_channel_1,s-curve_sigma_channel_2,s-curve_sigma_channel_3,s-curve_sigma_channel_4,s-curve_sigma_channel_5,s-curve_sigma_channel_6,s-curve_sigma_channel_7,s-curve_chi2ndf_channel_0,s-curve_chi2ndf_channel_1,s-curve_chi2ndf_channel_2,s-curve_chi2ndf_channel_3,s-curve_chi2ndf_channel_4,s-curve_chi2ndf_channel_5,s-curve_chi2ndf_channel_6,s-curve_chi2ndf_channel_7,s-curve-halfmax_mean,s-curve-halfmax_RMS,S-curve-sigma_mean,S-curve-sigma_RMS,Test_passed_channel_0,Test_passed_channel_1,Test_passed_channel_2,Test_passed_channel_3,Test_passed_channel_4,Test_passed_channel_5,Test_passed_channel_6,Test_passed_channel_7,mean ToT deviation between channels,RMS of ToT deviation between channels,"ToT fit of 8 channels, RMS of slopes","ToT fit of 8 channels, RMS of offsets ","ToT fit slope, channel 0","ToT fit slope, channel 1","ToT fit slope, channel 2","ToT fit slope, channel 3","ToT fit slope, channel 4","ToT fit slope, channel 5","ToT fit slope, channel 6","ToT fit slope, channel 7","ToT fit offset, channel 0","ToT fit offset, channel 1","ToT fit offset, channel 2","ToT fit offset, channel 3","ToT fit offset, channel 4","ToT fit offset, channel 5","ToT fit offset, channel 6","ToT fit offset, channel 7"
0000,tot/charge channel deviation hightot/charge channel deviation hightot/charge channel deviation hightot/charge channel deviation hightot/charge channel deviation hightot/charge channel deviation hightot/charge channel deviation hightot/charge channel deviation high,5.503470321501608,8.238704005837304,7.375871119390158,3.980726236448473,-0.2105463356907385,3.4020544653899782,-2.27918026166728,11.144282200626614,18.93701739459833,18.400202219766914,18.311526774219967,18.137241712968585,17.790688212748414,17.346942250103456,18.08666396933999,16.928865985786686,1.0368047959272375,1.0733588095683966,1.0311901022134218,1.1198979226294015,0.9394994019989013,1.0184964537958299,0.9102288334707064,0.8226522196838157,4.9708723815176095,1.2729408453767523,3.8449201542007576,6.751259062959262,0.9151243650346622,1.7858606306707263,2.515002218015385,0.511759170671597,17.992393564941544,0.5893555102244258,0.9940160674109639,0.09035452490208087,tot/charge channel deviation high,tot/charge channel deviation high,tot/charge channel deviation high,tot/charge channel deviation high,tot/charge channel deviation high,tot/charge channel deviation high,tot/charge channel deviation high,tot/charge channel deviation high,4.819416812981206,1.2410853325642017,0.25207263009873265,23.450413403021084,6.2244568025437745,6.92245817999467,6.186395530022057,6.491103318084387,6.540108043806022,6.561471644888863,6.600592049302081,6.903937623096812,-223.67869810105887,-251.55736699894257,-198.97433448421808,-203.8140147659558,-201.33668464974983,-206.63771825290087,-262.083120132952,-242.4653870545147
0000,all channels OK,5.549379135281777,8.24545257872564,7.366113462094763,3.96591111293612,-0.2116229715535167,3.37370315869358,-2.330818694236669,11.156350289795501,18.492663926055773,18.042442429263435,18.27204474080103,18.156047248108862,17.81760427445122,17.416782200334673,18.100749578872396,16.928105312457323,1.3438943237941765,1.2718330334882826,1.1126332626753794,1.0952780419163644,1.0183211247294035,1.072215582841042,1.0105569058811372,0.9694400111679817,9.018596645991927,2.784437299286553,0.7851172239404888,2.592950306674122,4.645273445183233,3.1628981252810013,5.7288992994316175,3.984258476421083,17.90330496379309,0.47442052148278496,1.1117715358117208,0.12276693702883969,OK,OK,OK,OK,OK,OK,OK,OK,3.656090387342769,0.5596849347752891,0.23307458045349744,27.43306509689664,6.466754501238373,7.057785758842311,6.253973318030399,6.49205047596844,6.57529019104764,6.477132450838994,6.688421069033598,6.82926366485436,-249.269271928945,-260.4891668780046,-205.78800058489878,-203.4437829584522,-204.68168596939847,-197.2674595379852,-271.393603295641,-234.80196573541096
0000,all channels OK,5.597385557652702,8.277667427542001,7.352268357917598,3.973458341927749,-0.22645226819388867,3.377965631229655,-2.2643433747707733,11.180890716433487,18.825698534019732,18.35613879592524,18.06616880133543,18.085758021191364,17.565552709067568,17.376537987130426,17.857841721905007,16.80972438314575,1.4643276409038901,1.2558212716717105,1.2852268720002835,1.253052166800236,1.141153684950099,1.017773622627372,1.1665362842959444,1.066621415132827,17.089082440390072,1.7735808341868304,5.512686575169384,8.078355212203151,2.344720962520169,0.7352360168563924,15.832158589922127,5.899773919878624,17.867927619215063,0.5804325003373825,1.2063141197977953,0.13149302830123896,OK,OK,OK,OK,OK,OK,OK,OK,4.718723512100736,0.9638122305086438,0.2464025160605885,24.594987425643836,6.219300507728338,6.877021627553394,6.292155497426999,6.529449530174832,6.555604031003433,6.465434678972001,6.649895549312549,6.984871549662209,-223.83672591220144,-249.50570684558434,-210.68373920285555,-208.21102603670744,-203.18641393442712,-196.15905537423882,-267.2795285233288,-250.829221784705
7128,all channels OK,5.700821669723781,8.313215209005886,7.360907490599783,3.9675719447048756,-0.19590384949289646,3.3340436753545273,-2.124674367309515,11.076782361632278,17.752476086515628,16.88526826444869,17.048948101442903,17.15292844639899,17.09343503245325,16.880955214814954,17.164708384392767,16.327728520021775,1.5035769617980737,1.427217299141997,1.3398227203838453,1.237344851374378,1.0790370056154017,1.0088238606720534,1.0339500565009676,1.1799108406862577,5.583190661882222,22.353302850904758,9.866151908169664,41.525433071622885,0.3394140708197024,1.1030051927246085,8.240114867459047,6.64159067507134,17.03830600631112,0.3700350351939641,1.226210449521622,0.17262398545228075,OK,OK,OK,OK,OK,OK,OK,OK,3.425838506601797,0.5582698530574666,0.22324197913622354,21.61107964661026,6.537803437760038,7.045315231161696,6.423166211068008,6.73498429565339,6.8484323695587825,6.78240789221364,6.784938950218584,7.148942968199189,-249.20076011441984,-262.39561258828263,-217.8555346326654,-219.6292638817304,-224.9014060975501,-213.87593610017927,-271.59127282791076,-258.35505356348216
7119,channel 0 s-curve or ToT out of range channel 1 s-curve or ToT out of range channel 2 s-curve or ToT out of range channel 3 s-curve or ToT out of range channel 4 s-curve or ToT out of range channel 5 s-curve or ToT out of range channel 6 s-curve or ToT out of range channel 7 s-curve or ToT out of range ,7.858645673862215,6.5770705506607525,7.16981815786006,6.164344186046511,6.9537792456620435,3.1075048690339155,7.993048133526245,2.300745364187588,14.533097191020117,18.739677446385606,16.89557370249069,15.412904091750905,10.60450091922393,16.981766559168946,0,22.382676523062777,1.5725696280262533,1.5155534444747143,1.3623572087395373,1.3099215438564857,1.1267490646923923,1.3066984488520095,0,1.6305884480987523,11.546833959425346,14.217582607497553,48.67101684095819,16.197860993300644,0.48662129751614847,0.2544122658374891,0.0,5.073128854595296,14.443774554137871,6.30717354111498,1.2280547233425179,0.4889638078648202,s-curve or ToT fit out of range,s-curve or ToT fit out of range,s-curve or ToT fit out of range,s-curve or ToT fit out of range,s-curve or ToT fit out of range,s-curve or ToT fit out of range,s-curve or ToT fit out of range,s-curve or ToT fit out of range,3.805835278461653,1.474648566851341,0.3696176591910188,27.868348686131654,6.48707182249525,7.182118802518528,6.497149111883411,6.93765196471335,7.415635077497627,6.769140414824398,7.552312942206396,6.8580685692489665,-251.2129653655932,-288.15979808389096,-217.198771469269,-240.33812284518044,-247.73719552764493,-223.32028793860738,-303.25996769871074,-263.5647602677178
7119,channel 6 s-curve or ToT out of range channel 7 s-curve or ToT out of range ,7.3682868367614756,7.419810480101239,7.36856850553941,7.368152247927719,7.368510834119512,7.355055805471422,7.372765237225772,6.73263757465523,14.476958060534995,19.313282515277432,16.824215592230505,15.404035702062277,10.678156198510777,16.572776880017123,0,23.104518587004822,1.5142466463746374,1.262475965774045,1.2845748418553897,1.2687138559250446,1.165345109059649,1.2669470697623417,0,1.3081030422221105,5.090068287662128,0.4476095878180499,0.8756741377171331,1.4597517877423765,0.05705146964111579,0.7475096160906658,0.0,32.94115470256117,14.546742941954742,6.447486265040298,1.1338008163716522,0.4382977274320943,OK,OK,OK,OK,OK,OK,s-curve or ToT fit out of range,s-curve or ToT fit out of range,3.6342634710887087,0.9470502235020342,0.36133643604605314,27.574847117574617,6.526457347408021,7.2108590198489,6.55426515984296,6.870932311248019,7.452963903294656,6.794975318177253,7.531527468069744,6.802826048030579,-255.00288889200752,-294.838891952864,-223.95848613070103,-232.7563643166112,-251.71541006270127,-228.17614255969522,-303.0204434953744,-257.79433065918033
7120,channel 1 s-curve or ToT out of range channel 7 s-curve or ToT out of range ,5.66626210117798,2.975723943573212,11.926343383752604,6.056672984261465,8.833879534897754,1.1230668063031248,7.408893929685354,8.01090493205655,19.695814066035865,24.07392249404226,13.994252825249438,16.849665055645918,10.108540724404563,19.370593753567057,10.44950204056061,20.179030454735464,1.3776284834391144,1.433879621068628,1.5282732269082993,1.260034594624883,1.1341609727935118,1.516483352391516,0.9440431243905579,1.2531141347243533,4.954172264440881,0.0,13.569553173846462,3.3581847289315117,0.2450216408963175,8.293676330541187,0.00023871568865156694,1.2365632879264203,16.840165176780147,4.640685780127973,1.3059521887926078,0.18729776165935097,OK,s-curve or ToT fit out of range,OK,OK,OK,OK,OK,s-curve or ToT fit out of range,4.357541724778914,0.918357135573377,0.2556317043404616,28.71519992600852,6.34399912037812,7.105221059810209,6.381473980797264,6.566439601905979,6.795049010117629,6.894475655266256,6.930574384408693,6.845416901059779,-256.2890342417978,-293.86663858131317,-209.10293777279605,-217.5353229329093,-199.79535079297654,-235.3836976333507,-249.40599360209185,-255.65774388785331
7120,tot/charge channel deviation hightot/charge channel deviation hightot/charge channel deviation hightot/charge channel deviation hightot/charge channel deviation hightot/charge channel deviation hightot/charge channel deviation hightot/charge channel deviation high,5.676655308642525,2.969582235197629,11.955817239755063,6.0865440327719345,8.85833572632067,1.1268972019594081,7.498303215665249,8.099994180526533,19.843785721535856,24.8414119652725,13.444021148284788,16.831842820994225,10.458513928544285,20.14465571778653,9.567960548895943,20.430776734385102,1.2602757235422184,1.2863506171284596,1.3287203240590666,1.229036486653211,1.0632449580338401,1.2280602969341663,1.0216129597446315,1.1683166935529758,2.562295102487311,0.0,5.231886957837216,18.100304421824227,0.2578323584986769,11.659914602934462,0.00043891470916033657,1.9248777814817963,16.945371073212403,5.023813115093866,1.1982022574560711,0.10049307568788583,tot/charge channel deviation high,tot/charge channel deviation high,tot/charge channel deviation high,tot/charge channel deviation high,tot/charge channel deviation high,tot/charge channel deviation high,tot/charge channel deviation high,tot/charge channel deviation high,5.8531055264615475,4.045704604018969,0.9073689144259585,68.50363188912115,6.291776474448653,4.372953228527734,6.454053391373262,6.566170205168332,7.094085621671685,6.753115346319444,7.204898108014521,7.5530949236477,-253.78973600467643,-58.20672053531038,-220.829442552129,-221.96347218869536,-233.0820625965814,-230.16789264528984,-282.7832678985686,-298.72660398482685
