0.000000	3	0	1	7
0.000000	3	0	1	6
0.000000	3	0	1	5
0.000000	3	0	1	4
0.000000	3	0	2	11
0.000000	3	0	2	10
0.000000	3	0	2	9
0.000000	3	0	2	8
0.000000	3	0	3	15
0.000000	3	0	3	14
0.000000	3	0	3	13
0.000000	3	0	3	12
0.000000	3	0	4	19
0.000000	3	0	4	18
0.000000	3	0	4	17
0.000000	3	0	4	16
0.000000	3	0	5	23
0.000000	3	0	5	22
0.000000	3	0	5	21
0.000000	3	0	5	20
0.000000	3	0	6	27
0.000000	3	0	6	26
0.000000	3	0	6	25
0.000000	3	0	6	24
0.000000	3	0	7	31
0.000000	3	0	7	30
0.000000	3	0	7	29
0.000000	3	0	7	28
0.000000	3	0	8	35
0.000000	3	0	8	34
0.000000	3	0	8	33
0.000000	3	0	8	32
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
