0.000000	-1	-1	-1	31
0.000000	-1	-1	-1	30
0.000000	-1	-1	-1	29
0.000000	-1	-1	-1	28
0.000000	-1	-1	-1	35
0.000000	-1	-1	-1	34
0.000000	-1	-1	-1	33
0.000000	-1	-1	-1	32
0.000000	-1	-1	-1	39
0.000000	-1	-1	-1	38
0.000000	-1	-1	-1	37
0.000000	-1	-1	-1	36
0.000000	-1	-1	-1	43
0.000000	-1	-1	-1	42
0.000000	-1	-1	-1	41
0.000000	-1	-1	-1	40
0.000000	-1	-1	-1	35
0.000000	-1	-1	-1	34
0.000000	-1	-1	-1	33
0.000000	-1	-1	-1	32
0.000000	-1	-1	-1	39
0.000000	-1	-1	-1	38
0.000000	-1	-1	-1	37
0.000000	-1	-1	-1	36
0.000000	-1	-1	-1	47
0.000000	-1	-1	-1	46
0.000000	-1	-1	-1	45
0.000000	-1	-1	-1	44
0.000000	-1	-1	-1	51
0.000000	-1	-1	-1	50
0.000000	-1	-1	-1	49
0.000000	-1	-1	-1	48
