-10.810559	0	2	23	95
-12.391774	0	2	23	94
-11.330846	0	2	23	93
-12.546863	0	2	23	92
-7.677018	0	2	22	91
-13.939842	0	2	22	90
-11.399949	0	2	22	89
1289.231299	0	2	22	88
0.000000	0	2	21	87
-12.488486	0	2	21	86
-11.353182	0	2	21	85
-11.887731	0	2	21	84
-11.647450	0	2	20	83
-14.379570	0	2	20	82
-11.198866	0	2	20	81
-12.563633	0	2	20	80
-10.035774	0	2	27	111
-10.546473	0	2	27	110
-9.749999	0	2	27	109
-11.768938	0	2	27	108
-12.884472	0	2	26	107
-11.972613	0	2	26	106
-6.246208	0	2	26	105
-10.505958	0	2	26	104
-8.795874	0	2	25	103
-11.520143	0	2	25	102
-7.841407	0	2	25	101
-9.711491	0	2	25	100
-9.885386	0	2	24	99
-12.618944	0	2	24	98
-8.700881	0	2	24	97
-8.753242	0	2	24	96
-11.554476	0	2	-1	-1
-12.331864	0	2	-1	-2
-10.268132	0	2	-1	-3
-13.652286	0	2	-1	-4
-11.491965	0	2	-1	-1
-13.219992	0	2	-1	-2
-12.855512	0	2	-1	-3
-11.983809	0	2	-1	-4
-10.913491	0	2	19	79
-14.066394	0	2	19	78
-12.816151	0	2	19	77
-13.800490	0	2	19	76
-14.028036	0	2	18	75
-14.231395	0	2	18	74
-12.179614	0	2	18	73
-9.734688	0	2	18	72
