0.000000	0	2	35	143
0.000000	0	2	35	142
0.000000	0	2	35	141
0.000000	0	2	35	140
0.000000	0	2	34	139
0.000000	0	2	34	138
0.000000	0	2	34	137
0.000000	0	2	34	136
0.000000	0	2	33	135
0.000000	0	2	33	134
0.000000	0	2	33	133
0.000000	0	2	33	132
0.000000	0	2	32	131
0.000000	0	2	32	130
0.000000	0	2	32	129
0.000000	0	2	32	128
0.000000	2	2	0	0
0.000000	2	2	0	1
0.000000	2	2	0	2
0.000000	2	2	0	3
0.000000	2	2	1	4
0.000000	2	2	1	5
0.000000	2	2	1	6
0.000000	2	2	1	7
0.000000	2	2	2	8
0.000000	2	2	2	9
0.000000	2	2	2	10
0.000000	2	2	2	11
0.000000	2	2	3	12
0.000000	2	2	3	13
0.000000	2	2	3	14
0.000000	2	2	3	15
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	-1	-1	-1	-1
0.000000	0	5	-1	-1
0.000000	0	5	-1	-2
0.000000	0	5	-1	-3
0.000000	0	5	-1	-4
0.000000	0	5	-1	-1
0.000000	0	5	-1	-2
0.000000	0	5	-1	-3
0.000000	0	5	-1	-4
0.000000	0	5	-1	-1
0.000000	0	5	-1	-2
0.000000	0	5	-1	-3
0.000000	0	5	-1	-4
0.000000	0	5	-1	-1
0.000000	0	5	-1	-2
0.000000	0	5	-1	-3
0.000000	0	5	-1	-4
0.000000	2	5	4	19
0.000000	2	5	4	18
0.000000	2	5	4	17
0.000000	2	5	4	16
0.000000	2	5	3	15
0.000000	2	5	3	14
0.000000	2	5	3	13
0.000000	2	5	3	12
0.000000	2	5	2	11
0.000000	2	5	2	10
0.000000	2	5	2	9
0.000000	2	5	2	8
0.000000	2	5	1	7
0.000000	2	5	1	6
0.000000	2	5	1	5
0.000000	2	5	1	4
0.000000	2	5	8	35
0.000000	2	5	8	34
0.000000	2	5	8	33
0.000000	2	5	8	32
0.000000	2	5	7	31
0.000000	2	5	7	30
0.000000	2	5	7	29
0.000000	2	5	7	28
0.000000	2	5	6	27
0.000000	2	5	6	26
0.000000	2	5	6	25
0.000000	2	5	6	24
0.000000	2	5	5	23
0.000000	2	5	5	22
0.000000	2	5	5	21
0.000000	2	5	5	20
0.000000	3	0	1	7
0.000000	3	0	1	6
0.000000	3	0	1	5
0.000000	3	0	1	4
0.000000	3	0	2	11
0.000000	3	0	2	10
0.000000	3	0	2	9
0.000000	3	0	2	8
0.000000	3	0	3	15
0.000000	3	0	3	14
0.000000	3	0	3	13
0.000000	3	0	3	12
0.000000	3	0	4	19
0.000000	3	0	4	18
0.000000	3	0	4	17
0.000000	3	0	4	16
0.000000	0	2	7	31
0.000000	0	2	7	30
0.000000	0	2	7	29
0.000000	0	2	7	28
0.000000	0	2	6	27
0.000000	0	2	6	26
0.000000	0	2	6	25
0.000000	0	2	6	24
0.000000	0	2	5	23
0.000000	0	2	5	22
0.000000	0	2	5	21
0.000000	0	2	5	20
0.000000	0	2	4	19
0.000000	0	2	4	18
0.000000	0	2	4	17
0.000000	0	2	4	16
